"Month (MM)","Day (DD)","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","Average Across Years"
07,16,11.791,13.670153,12.626598,14.1177225,-0.13348392,24.308268,10.7283325,2.2792351,1.6043783,10.08632,9.001784,3.2315538,9.442655
07,17,11.968002,13.5494,12.568137,14.170124,0.2766273,23.29325,11.197139,2.219591,1.6043783,10.24963,8.8403225,3.2315538,9.430678
07,18,11.7800045,13.7403755,12.5020685,14.311289,0.30640483,22.946867,11.405034,2.219591,1.718908,10.35626,8.815244,3.0394287,9.428457
07,19,11.7800045,13.7403755,12.754546,14.293194,0.040278472,23.108276,11.322772,2.355368,1.4513309,10.48897,8.892216,2.9773843,9.433726
07,20,11.7800045,13.780635,12.999279,13.9802475,-0.03356889,23.226301,11.31435,2.5687926,1.2669821,10.442421,8.917573,2.9773843,9.435033
07,21,12.270002,13.288495,13.230706,14.167775,-0.4056658,23.226301,11.277174,2.603059,1.3073496,10.38256,8.933217,2.9773843,9.438197
07,22,12.504997,13.131861,13.297561,14.019729,-0.4056658,22.916079,11.600751,2.4288871,1.6402538,10.165909,9.018222,2.8970895,9.434639
07,23,12.758999,13.054392,13.119805,14.019729,-0.5108814,22.26786,12.395062,2.3318734,1.6605806,10.165909,9.022101,2.893428,9.431572
07,24,12.833997,12.949117,13.149982,14.277689,-0.7002744,22.496479,12.244323,2.241819,1.6605806,10.223212,9.020511,2.841435,9.436573
07,25,12.559996,13.224065,13.370469,13.841581,-0.5119033,21.990679,12.707639,2.241819,1.8522856,9.870638,9.164502,2.841435,9.429435
07,26,12.559996,13.224065,13.526618,13.608974,-0.35285726,21.73706,12.837637,2.387602,1.7003179,9.939609,9.284784,2.6708112,9.4270525
07,27,12.559996,13.327116,13.517458,13.563166,-0.42750755,21.776468,12.729815,2.4833097,1.8041084,9.755709,9.358664,2.6708112,9.426593
07,28,12.389002,13.981792,14.004354,12.4258,-0.27346912,21.776468,12.716776,2.4586725,1.8403665,9.416292,9.697901,2.6708112,9.425397
07,29,12.389002,14.044967,14.212712,12.158538,-0.27346912,22.249166,12.38535,2.239467,2.229978,9.131508,9.79844,2.5767977,9.428538
07,30,12.17,14.20701,14.273334,12.158538,-0.25459194,22.31701,12.317723,2.2124875,2.2424247,9.131508,9.639439,2.7255566,9.42837
07,31,12.289,14.253402,14.105882,12.074513,-0.10422193,22.433737,12.008633,2.3193495,2.2424247,9.088125,9.715008,2.6956255,9.42679
08,01,12.136002,14.409287,14.549395,11.767826,0.18386741,21.847878,12.095779,2.3193495,2.5646372,8.902707,9.601321,2.653672,9.419311
08,02,12.136002,14.409287,14.27191,12.020131,0.20703419,22.135193,11.82529,2.5142248,2.7437816,8.469836,9.737725,2.560412,9.419234
08,03,12.136002,14.568026,13.831024,12.777544,-0.3607641,22.309103,11.875034,2.5220048,2.5506191,8.400589,9.9573965,2.560412,9.427249
08,04,12.201996,14.279608,14.241486,12.574659,-0.34746468,22.309103,12.006884,2.443073,2.8635125,7.9825473,10.002466,2.560412,9.426522
08,05,11.331997,15.144793,14.524197,12.323921,-0.34746468,22.14358,12.226926,2.374112,2.197639,8.693178,10.362385,2.2259371,9.433434
08,06,10.915003,15.804889,14.299509,12.323921,-0.23892605,22.30003,11.669167,2.2481372,2.5913424,8.693178,10.365899,2.222682,9.432902
08,07,10.986996,15.735184,14.294163,12.220388,-0.25249478,22.54148,11.3650255,2.4337006,2.5913424,8.834474,10.311505,2.1403096,9.433507
08,08,10.963001,15.760211,14.363448,12.104076,-0.16395493,22.682045,11.186686,2.4337006,2.4968824,9.039676,10.155132,2.1869025,9.433984
08,09,10.963001,15.760211,14.978472,11.501716,0.019435085,21.59006,11.982265,2.5514152,2.3792305,9.119521,10.023158,2.2346141,9.425259
08,10,10.963001,15.934138,15.340009,10.765077,0.19652475,21.643372,11.916237,2.538075,2.6649282,8.967338,9.925186,2.2346141,9.424041
08,11,11.2839985,15.587147,15.737384,10.284607,0.29844436,21.643372,11.912238,2.4984746,2.932825,8.526663,10.130749,2.2346141,9.422542
08,12,11.181002,15.698721,15.676921,10.337965,0.29844436,21.643372,12.03205,2.512733,2.7445455,8.594157,10.215287,2.156196,9.424283
08,13,11.554118,15.718087,15.271873,10.337965,0.06639196,21.738594,12.241513,2.5715885,2.6512861,8.594157,10.233203,2.1395934,9.42653
08,14,12.010122,15.427329,15.091776,10.362165,0.1376097,20.761227,12.791368,2.8019307,2.6512861,8.603041,10.4240265,1.9547458,9.418053
08,15,12.010122,15.427329,15.091776,10.362165,0.1376097,20.761227,12.791368,2.8019307,2.6512861,8.603041,10.4240265,1.9547458,9.418053
08,16,12.012365,15.427329,15.038408,10.346127,-0.17975238,21.850758,12.206565,2.8019307,2.6512861,8.603041,10.435328,1.9443123,9.428142
08,17,12.012365,15.497861,14.968157,10.346127,-0.17975238,21.850758,12.176008,3.0032003,3.2733116,7.503689,10.706155,1.9443123,9.425182
08,18,12.012365,15.497861,14.536825,11.007333,-0.40065175,21.850758,12.169998,3.0672216,3.05611,7.9142413,10.454688,1.9443123,9.425921
08,19,12.194604,15.433783,14.67831,10.7539425,-0.40065175,21.49489,12.43776,3.1229484,2.9525456,8.022797,10.675207,1.7411886,9.425611
08,20,12.695971,14.929816,14.644675,10.7539425,-0.15016758,21.14931,12.461053,3.2784276,2.810876,8.022797,10.84937,1.5813364,9.41895
08,21,12.638317,14.687616,14.921456,10.694016,-0.005476252,21.336359,11.04432,4.3401785,2.810876,8.099396,10.834672,1.522817,9.410378
08,22,12.638667,14.663191,14.486573,11.028648,0.0718385,21.543806,10.854793,4.3401785,2.85891,8.10066,10.801465,1.504631,9.407781
08,23,12.638667,14.663191,14.572466,10.89543,-0.09683459,21.773403,10.882546,4.4566574,2.7442126,8.312259,10.578019,1.5110437,9.410921
08,24,12.638667,14.096219,15.4598675,10.533363,-0.19437267,21.9548,10.280305,5.030274,2.8236578,8.32744,10.473755,1.5110437,9.411251
08,25,12.383812,14.748025,15.168213,10.433693,-0.19437267,21.9548,10.430992,4.938188,2.7479646,8.299241,10.529938,1.5110437,9.412628
08,26,12.4006815,14.955499,15.000732,10.377245,-0.19437267,22.632494,9.72763,5.0694194,3.1428466,7.841291,10.574966,1.4697057,9.416511
08,27,12.529486,15.084778,14.738927,10.377245,-0.19742936,22.734549,9.687996,5.195991,2.9734309,7.841291,10.556336,1.4868051,9.417451
08,28,12.566581,14.916591,14.870124,10.338233,-0.20968373,22.406965,9.933128,5.2924542,2.9734309,8.087053,10.282108,1.5078338,9.413735
08,29,12.554212,14.916591,15.016145,10.384223,-0.39127988,22.252972,10.086393,5.2924542,2.9842112,8.164064,10.183534,1.5156819,9.413267
08,30,12.52722,14.916591,15.261058,10.116163,-0.45958698,22.152708,10.285908,5.6029444,2.9616876,7.8646274,10.195228,1.5096223,9.4111805
08,31,12.52722,14.929021,15.317344,10.122859,-0.77073884,22.455242,10.53322,5.4069724,2.9223142,7.8850846,10.174332,1.5096223,9.417708
09,01,12.582167,15.137371,14.9469,10.544522,-1.0584388,22.455242,12.359013,3.8750446,2.7936862,7.8686905,10.136825,1.5096223,9.429221
09,02,12.624283,15.097764,14.793883,10.602367,-1.0584388,22.455242,12.443118,4.008834,2.4476912,8.012919,10.141082,1.5056986,9.422871
09,03,12.717968,15.028645,14.747929,10.602367,-1.2852983,23.169857,12.243706,4.2000546,2.0810664,8.012919,10.218452,1.4344444,9.43101
09,04,12.670026,14.8953495,14.91158,10.510456,-1.5656127,23.674524,11.960388,4.4205036,2.0810664,7.96946,10.427288,1.283366,9.436533
09,05,12.761672,14.782501,14.91158,10.58224,-1.6816744,23.613646,12.074959,4.4205036,2.2529619,7.7837853,10.4315605,1.283366,9.434758
09,06,11.241045,14.782501,15.140534,10.475509,-1.8108737,23.489658,12.220042,4.631175,2.1981924,7.583595,10.48856,1.2695228,9.309121
09,07,11.241045,14.646233,15.76055,9.998396,-1.5632098,23.196892,12.019119,4.5703177,2.5102034,7.710438,10.284035,1.2695228,9.303628
09,08,11.453658,14.58915,15.608838,10.002731,-1.5769325,23.196892,11.393347,5.166285,2.8483443,7.2455554,10.388979,1.2695228,9.298863
09,09,11.386726,14.785264,15.469889,10.012999,-1.5769325,23.364992,11.451195,5.118051,2.6316936,7.319016,10.458604,1.2056903,9.302265
09,10,10.941974,14.783129,15.5935955,10.012999,-2.0993516,24.023296,11.273498,5.2859173,2.6316936,7.319016,10.5239725,1.1458337,9.286298
09,11,11.169217,14.5851555,15.521474,9.92899,-2.1015692,23.578182,11.696492,5.3478203,2.6316936,7.18701,10.848314,0.97408277,9.280571
09,12,11.408216,14.522492,15.238038,10.164618,-1.8328483,23.24108,11.730659,5.3478203,2.6691878,7.138732,10.986352,0.8570951,9.289288
09,13,11.427923,14.522492,15.238038,10.038959,-1.7207463,23.266415,11.707697,5.3451324,3.0071113,6.983966,10.916559,0.7375652,9.289259
09,14,11.427923,14.742125,14.964408,10.083052,-1.4991434,22.99656,11.819508,5.3285756,2.8159919,7.4754786,10.521308,0.7375652,9.284446
09,15,11.575357,14.61165,14.977787,9.857419,-1.3265287,22.99656,11.827532,5.6030245,2.197957,7.567075,10.798325,0.7375652,9.285311
09,16,11.564902,14.705671,14.924973,9.756904,-1.3265287,22.558722,12.332697,5.5560956,1.9274052,7.7990494,11.0802555,0.4818854,9.2801695
09,17,11.676881,14.590655,14.924973,9.756904,-1.1756251,22.293995,12.232263,5.8171782,1.8314674,7.7990494,11.021936,0.5346678,9.275361
09,18,11.800941,14.7103405,14.347459,9.757566,-1.2115158,22.928999,11.67136,5.8371205,1.8314674,7.8935533,10.924693,0.5346678,9.252221
09,19,10.671739,14.702301,14.343642,9.796632,-0.9556409,22.586012,11.65849,5.8371205,1.7704163,7.9582777,11.123805,0.35452825,9.153943
09,20,11.757337,14.702301,14.209996,10.019389,-1.0405133,20.792645,13.316248,6.0753727,1.4589252,8.134048,11.045783,0.3437287,9.234605
09,21,11.757337,14.729451,14.366978,9.239539,-0.4381758,20.724422,13.393539,6.0546403,1.5123262,8.048354,11.021379,0.3437287,9.229461
09,22,11.947252,14.425508,15.091441,8.716036,-0.49351403,20.724422,13.322861,6.1476994,1.1674652,8.346562,11.065051,0.3437287,9.233709
09,23,12.709496,14.593459,15.285796,8.523628,-0.49351403,21.276863,12.78135,6.1733108,0.67206174,8.877889,11.156829,0.2608789,9.318171
09,24,12.821922,14.611575,15.258498,8.523628,-0.5081813,21.122849,12.956101,5.881748,0.9361461,8.877889,11.263258,0.16497403,9.325868
09,25,12.748463,14.629638,15.258498,8.820585,-0.80342865,21.118687,12.773578,6.082151,0.9361461,8.92995,11.465242,-0.06431896,9.324599
09,26,12.836987,14.3432455,15.724534,8.153266,-0.3406084,21.020428,12.57895,6.082151,0.7412056,9.1298,11.685728,-0.25161275,9.308673
09,27,12.8904085,14.3432455,15.858232,7.9414225,0.06230393,20.59857,12.608583,5.9149094,1.3052095,8.639545,11.506029,-0.04115863,9.302275
09,28,12.8904085,14.340631,15.943398,7.999022,-0.05979412,20.595621,12.555428,5.9145546,1.2913885,8.224748,12.001921,-0.04115863,9.304681
09,29,12.643867,15.49176,14.322646,8.661171,-0.046382163,20.595621,12.405578,6.166994,1.2586414,8.146311,12.001921,-0.04115863,9.300581
09,30,12.756599,16.320148,13.955769,8.363697,-0.046382163,21.076088,12.153658,5.944104,1.1364622,8.316933,12.098381,-0.12717284,9.329023
10,01,13.01362,15.937843,14.054609,8.363697,0.25873914,21.343655,11.672116,5.7143188,1.2597904,8.316933,12.31725,-0.32179248,9.327565
10,02,13.01362,15.937843,14.054609,8.363697,0.25873914,21.343655,11.672116,5.7143188,1.2597904,8.316933,12.31725,-0.32179248,9.327565
10,03,12.749559,15.937843,14.536545,8.083543,-0.49225724,22.76774,11.028871,5.7143188,0.87016964,8.844839,11.974366,-0.117165774,9.324864
10,04,12.662921,42.23394,-6.5005546,7.6626153,-0.65956897,22.660961,11.582561,5.725096,1.3340095,8.248371,11.581597,0.3151693,9.73726
10,05,12.662921,16.404778,14.651005,7.0354004,0.42481783,21.616482,11.709865,5.4574504,1.4754176,8.398884,11.426667,0.3151693,9.298238
10,06,12.662921,16.319962,14.541406,7.077466,0.5546865,21.616482,11.499871,5.5836945,1.2235514,7.992341,12.201288,0.3151693,9.299069
10,07,12.957348,15.878108,14.339556,7.3366976,0.5546865,21.615263,11.553616,5.6538496,0.94871855,8.163397,12.213359,0.30437824,9.293247
10,08,12.154452,15.63991,14.197814,7.3366976,0.95614684,21.131647,11.62278,5.1851735,1.3356895,8.163397,12.403026,0.13512658,9.188487
10,09,11.549714,16.11959,14.095809,7.33538,0.3046207,22.03789,12.4923,4.2712693,1.3356895,7.973834,12.877754,-0.11094985,9.190242
10,10,11.517143,15.982102,14.336003,7.157162,0.63103473,21.469053,12.602808,4.2712693,1.2080553,8.215445,12.745162,-0.090920635,9.17036
10,11,11.708017,15.982102,14.336003,7.170285,0.7865528,20.818213,13.020866,4.107467,1.5353254,8.299962,12.392976,-0.021794086,9.177998
10,12,11.708017,15.776649,14.5389,7.192611,0.8862193,20.673716,13.381561,3.7682874,1.6782538,8.201466,12.345801,-0.021794086,9.177474
10,13,12.01533,15.504159,14.33404,7.6563034,0.5923454,20.673716,13.425833,3.9087412,1.5434428,8.082456,12.422697,-0.021794086,9.178106
10,14,13.122512,15.281929,13.993295,7.947269,0.5923454,20.95418,13.160316,3.914149,1.3675429,8.266773,12.599653,-0.1789142,9.251754
10,15,13.861163,15.362486,13.913694,7.947269,0.85858405,20.591911,13.221738,3.8947954,1.3675429,8.266773,12.663825,-0.23577176,9.309502
10,16,14.038703,15.169919,13.926519,8.011204,1.1015974,20.41978,12.944834,3.9860985,1.3675429,8.257504,12.684754,-0.24576163,9.305225
10,17,13.326146,15.16593,13.95506,7.8853006,1.0989366,20.268637,13.193369,3.9860985,1.7294921,7.9210014,12.533628,-0.15684646,9.242229
10,18,12.87586,15.16593,14.136046,7.779362,1.0378388,20.34236,13.124026,3.7140253,2.0742445,7.7610965,12.446938,-0.007958614,9.204146
10,19,12.87586,15.146901,14.15566,7.7786517,1.1049912,20.26243,13.146618,3.6933177,1.9304563,7.853492,12.509095,-0.007958614,9.204127
10,20,13.308332,14.799594,13.966429,7.8709183,1.1049912,20.26243,13.190803,3.774823,1.6717173,7.980262,12.53056,-0.007958614,9.204409
10,21,13.711065,14.681695,13.965614,7.8190904,1.1049912,20.26243,13.295743,3.9787216,1.2010554,8.169437,12.557033,-0.031477295,9.226283
10,22,13.935259,14.489624,13.965614,7.8190904,1.2338113,20.123268,13.337374,3.8417077,1.2856655,8.169437,12.599867,-0.06950598,9.227601
10,23,14.0748,14.445821,14.0092325,7.665069,1.4532152,20.283834,13.405467,3.5646288,1.2856655,8.10205,12.73278,-0.12510575,9.241455
10,24,13.86173,14.445821,14.139065,7.6694984,1.6328602,19.947727,13.388434,3.5646288,1.2856655,8.10205,12.712517,-0.10715012,9.220238
10,25,13.796069,14.445821,13.994976,7.6265254,1.8735157,19.855667,13.395814,3.6322227,1.5486938,8.014086,12.3520775,-0.030098807,9.20878
10,26,13.796069,14.364235,14.170923,7.6557217,1.6985494,19.929834,13.898271,3.180329,1.5435005,7.904522,12.466158,-0.030098807,9.214835
10,27,14.325777,13.867684,14.015875,7.7620077,1.706621,19.929834,13.916798,3.3565958,1.673787,7.6879954,12.337672,-0.030098807,9.212546
10,28,14.826505,13.730734,14.037275,7.7159033,1.706621,19.929834,13.8461685,3.4699993,1.639393,7.6731277,12.163192,0.12541296,9.238681
10,29,14.224763,13.453701,14.210435,7.7159033,2.268164,19.310743,13.667323,3.3033736,1.929816,7.6731277,12.30386,0.0,9.171767
10,30,14.285573,12.994651,14.304957,7.413794,2.5171971,19.451902,13.575753,3.3033736,1.929816,7.693214,12.282913,0.0,9.146096
10,31,14.896171,12.581198,14.304957,7.5941305,2.4175587,19.629913,13.326816,3.3033736,1.780126,7.886375,12.246721,0.0,9.163945
11,01,15.207849,12.581198,14.208656,7.595923,2.7232292,19.361797,13.336992,3.2729793,1.9828584,7.7253537,12.2240505,0.0,9.185074
11,02,15.207849,12.763307,13.986657,7.7038703,3.1986008,18.732,13.36945,3.382151,1.8664427,7.876874,12.043932,0.0,9.177594
11,03,15.546446,12.417659,14.012592,7.7426834,3.1519077,18.732,13.203172,3.642069,1.433801,8.352423,11.911172,0.0,9.178826
11,04,15.546446,12.303658,13.824531,8.030251,3.1519077,18.6988,13.300769,3.5817566,1.4486965,8.3365135,11.911172,0.0,9.177875
11,05,16.340612,11.397335,14.014012,8.030251,3.1910532,18.468868,13.671699,3.4048934,1.4486965,8.3365135,11.911172,0.0,9.184592
11,06,16.778364,11.35706,14.055248,7.976747,3.3712802,18.4322,13.672846,3.3066897,1.4486965,8.504322,11.738093,0.0,9.220129
11,07,17.15334,11.45058,14.098948,7.784151,3.5163302,18.404968,13.698988,3.3066897,1.6406417,8.420002,11.613817,0.0,9.25737
11,08,18.405638,11.45058,14.263967,7.534192,3.607104,18.101326,13.991312,3.7771285,1.179888,8.541012,11.489381,0.0,9.3617935
11,09,18.405638,11.133139,14.590351,7.622565,3.7652957,17.82445,14.042423,4.0052814,1.2169075,8.2903385,11.411585,0.0,9.358997
11,10,18.689037,11.072201,15.670023,6.292672,3.8913407,17.82445,13.82742,4.098699,1.5924422,7.7886715,11.626742,0.0,9.364475
11,11,18.288177,11.133655,15.247625,6.6822486,3.8913407,17.773077,13.932231,3.8999958,2.264779,7.2328596,11.626742,0.0,9.331059
11,12,19.13775,10.978299,15.247625,6.6822486,3.7305999,17.95558,13.954791,3.9793022,2.1665502,7.2328596,11.626742,0.0,9.391028
11,13,17.61481,11.6426735,14.906142,6.580149,4.0909486,17.89168,13.864296,3.8572967,2.1665502,7.358358,11.496255,0.0,9.289098
11,14,17.842152,11.774988,14.906142,6.1861534,4.802611,17.611462,13.781164,3.8572967,2.1458156,7.3801503,11.496255,0.0,9.315349
11,15,17.842152,11.774988,16.70502,4.6770015,4.7191916,17.599298,13.744768,4.0849447,2.0233254,7.679093,11.076735,0.0,9.327209
11,16,17.842152,11.774988,17.416447,3.7968125,4.737165,17.857727,13.744768,4.0304513,2.1578758,7.627099,11.042163,0.0,9.335637
11,17,18.221537,11.30904,17.697449,3.762614,4.6222553,17.857727,13.849247,3.9696705,2.163495,7.6770396,10.947529,0.0,9.339801
11,18,17.867176,11.051449,17.634169,3.866906,4.6222553,18.065704,13.76447,3.966501,1.9955515,7.747864,10.947529,0.0,9.294131
11,19,16.977991,11.103492,17.598745,3.866906,4.715332,18.1291,13.663139,3.9108982,1.9955515,7.747864,10.947529,0.0,9.221379
11,20,17.156101,10.812438,17.889868,4.693432,3.9987044,18.118147,13.590211,3.877197,1.9955515,7.626673,11.072459,0.0,9.235898
11,21,17.539585,10.811671,19.202703,3.4246814,4.0922756,17.781229,13.91514,3.877197,2.0453382,7.509666,11.139093,0.0,9.278215
11,22,17.69575,10.811671,19.453983,2.7782004,4.9206524,17.484236,13.77428,3.8793871,2.0921273,7.5031652,11.092532,0.0,9.290498
11,23,17.69575,10.713835,20.361616,2.0004265,5.0161858,17.484236,13.7797575,3.8463428,2.1196966,7.5391235,11.0553875,0.0,9.30103
11,24,17.863056,10.699462,21.385303,1.0079037,5.018121,17.484236,13.872009,3.7722867,2.3781435,7.083306,11.235769,0.0,9.316633
11,25,17.842321,10.62095,21.068506,1.2722075,5.018121,17.729095,13.7600565,3.705167,2.2256556,7.194641,11.235769,0.0,9.306041
11,26,17.5764,10.502442,21.130634,1.2722075,5.085168,17.643454,13.970782,3.5226862,2.2256556,7.194641,11.235769,0.0,9.279986
11,27,17.21732,10.155726,21.474411,1.2086565,5.181316,17.609716,13.89415,3.5923417,2.2256556,7.194641,11.235769,0.0,9.249142
11,28,17.844929,9.546587,20.713066,1.9460449,5.756203,17.008495,13.746426,3.5923417,2.4525685,6.9967446,11.194685,0.0,9.233174
11,29,18.074497,9.546587,20.596518,2.026997,6.178531,16.544048,13.765082,3.8903158,2.1149766,7.1484203,11.084845,0.0,9.247568
11,30,18.074497,9.466999,21.4673,1.3000126,6.3631,16.421305,13.765082,3.9781349,2.0228486,7.0116777,11.233206,0.0,9.25868
12,01,18.492487,9.390642,21.263777,1.1826657,6.3631,16.421305,13.795401,3.9884388,2.347644,6.5214653,11.349771,0.0,9.259725
12,02,19.273752,8.407933,20.990707,1.5367836,6.3631,16.41147,13.832852,3.93942,2.428433,6.461604,11.349771,0.0,9.249653
12,03,19.519032,8.619525,20.687737,1.5367836,6.4301934,16.474566,13.711882,3.8625772,2.493023,6.461604,11.349771,0.0,9.262225
12,04,19.708418,8.1589575,21.162945,1.5111669,6.7581134,16.23895,13.868621,3.636766,2.493023,6.646186,11.157047,0.0,9.27835
12,05,20.005878,7.803139,21.182632,1.6015245,7.7294908,14.04668,14.890048,3.636766,2.5993824,6.6216803,11.067338,0.0,9.26538
12,06,20.670227,7.803139,21.223518,1.7658901,7.7942023,13.597444,15.050148,3.711708,2.4517262,6.840065,10.919849,0.0,9.318994
12,07,20.670227,7.874971,19.241917,3.335515,7.650162,13.807414,15.025586,3.6471348,2.4420047,7.02087,10.835623,0.0,9.295953
12,08,20.945053,7.412384,19.102686,3.4881377,7.834933,13.807414,14.943381,3.924478,2.2446241,6.9110894,10.946244,0.0,9.296701
12,09,21.772831,7.1046896,18.65376,3.8710234,7.834933,13.85134,15.014275,3.826015,2.0418224,7.117722,10.946244,0.0,9.336221
12,10,21.655205,7.087874,18.662754,3.8710234,7.4018445,14.138028,15.223134,3.7477586,2.0876591,7.117722,10.946244,0.0,9.328271
12,11,22.370275,6.695966,18.485765,3.5917878,7.8252153,13.830419,15.306641,3.8237255,2.0876591,7.1530795,10.9096365,0.0,9.340014
12,12,22.830183,6.357453,18.485765,3.4416213,8.7359915,12.792577,15.560432,3.8237255,2.1481123,7.142269,10.855182,0.0,9.347775
12,13,23.430836,6.357453,18.627344,3.3513513,8.888805,12.44613,15.716631,3.8568535,2.2947257,7.0768375,10.728611,0.0,9.3979645
12,14,23.430836,6.0570936,18.820562,3.8014002,8.418287,12.579562,15.820524,3.8168154,2.4634316,7.309647,10.250019,0.0,9.397349
12,15,23.411955,6.2029843,17.473536,4.9164004,8.363588,12.579562,15.916858,3.7831867,2.2911325,7.7424393,9.9363165,0.0,9.3848295
12,16,21.69202,7.765941,17.246153,4.7980113,8.363588,12.649966,15.844411,3.734016,2.2494419,7.837461,9.9363165,0.0,9.343111
12,17,21.961298,7.767896,17.16289,4.7980113,8.393738,12.924591,15.530045,3.6413586,2.3412967,7.837461,9.9363165,0.0,9.357908
12,18,21.27101,7.167392,17.518015,4.688393,8.919295,12.7331915,15.140906,3.7741053,2.3412967,7.9650335,9.806416,0.0,9.277088
12,19,20.103481,7.474611,17.524078,4.769398,9.65598,11.800983,15.22587,3.7741053,2.426102,7.8957257,9.785975,0.0,9.203027
12,20,20.445139,32.213795,-4.38082,4.581528,9.646806,13.557481,13.555094,3.5349243,2.509557,8.083205,9.7592945,0.0,9.458834
12,21,20.445139,7.2995167,17.938244,4.3665466,9.713822,13.609182,13.606539,3.204989,2.8805711,7.9473705,9.801411,0.0,9.234444
12,22,20.367643,7.4297147,17.337112,4.6682887,9.895433,13.609182,13.568446,3.1838553,2.903651,7.903526,9.880726,0.0,9.228965
12,23,20.733501,7.440126,16.621119,5.090873,9.895433,13.94921,13.27839,3.1781225,2.7772274,7.99568,9.880726,0.0,9.236701
12,24,20.802795,7.5844955,16.621119,5.090873,9.938669,13.738667,13.477037,3.1475835,2.7772274,7.99568,9.880726,0.0,9.254573
12,25,20.802795,7.5844955,16.621119,5.090873,9.938669,13.738667,13.477037,3.1475835,2.7772274,7.99568,9.880726,0.0,9.254573
12,26,20.619867,7.7582574,16.182062,5.420248,10.384493,13.459612,13.369521,3.1475835,2.7548587,8.048346,9.851075,0.0,9.2496605
12,27,20.839819,7.7582574,15.918634,5.7545176,10.256015,13.721409,13.138935,3.1105793,2.869832,7.9572926,9.860259,0.0,9.265463
12,28,20.839819,7.7859907,15.911516,4.6800165,10.959266,14.138198,13.392067,2.7058065,3.0514708,7.9099884,9.901199,0.0,9.272944
12,29,21.240013,7.3245087,16.047638,5.0962505,10.498888,14.138198,13.449696,2.812516,2.934863,8.045355,9.718038,0.0,9.275497
12,30,20.376804,7.645339,16.865704,4.322639,10.498888,14.07075,13.578367,2.6860425,3.01632,8.034273,9.718038,0.0,9.23443
12,31,20.917429,6.7914753,16.867468,4.322639,10.5125475,14.007746,13.740967,2.6738214,2.9254284,8.034273,9.718038,0.0,9.209319
